"long","lat","species"
-0.0743433942726096,-0.0833731989024487,"species2"
-0.103046791659453,0.13047226043411,"species2"
-0.0683537220552542,-0.329562944198557,"species2"
0.136783756115731,-0.135306763411596,"species2"
0.15966849338326,-0.261093620648934,"species2"
-0.15996082844937,-0.0810759579689355,"species2"
0.0459260489780876,0.271819358364517,"species2"
0.338709586118588,-0.132249857045934,"species2"
-0.15369419393827,-0.182916369214772,"species2"
-0.308630544514261,0.0256515999100076,"species2"
-0.264120181306808,-0.0450871993481996,"species2"
-0.135164300914181,0.134019446232647,"species2"
-0.0734010851901674,0.107559525020079,"species2"
-0.10277443619045,-0.0110533860689927,"species2"
-0.191850792612165,0.100420458244297,"species2"
-0.0243327344771907,-0.128050716130119,"species2"
0.133187430223745,0.360573049138882,"species2"
0.247743963803089,0.199743619102534,"species2"
0.236788156508417,0.175545574309352,"species2"
0.299672298259415,-0.0909727234904963,"species2"
-0.0578208710708694,-0.0176788612170277,"species2"
0.384737443694377,0.00793253301436187,"species2"
0.103702490110908,0.109413960151421,"species2"
0.0953181913374078,-0.0451374365674414,"species2"
0.0605207493091952,0.0787312565012119,"species2"
0.164246541973743,0.0247163856969863,"species2"
0.0785158520597611,0.0322573264933191,"species2"
-0.288090184777018,-0.254963255899694,"species2"
-0.173779496707401,-0.235440310405397,"species2"
-0.597291213856752,0.0253316165517421,"species2"
-0.010109456386755,0.348236873635984,"species2"
0.259902575270669,-0.117245083667677,"species2"
-0.270280215459218,-0.0890374163041248,"species2"
-0.189959781138215,-0.0173863730772757,"species2"
0.337220360541114,0.055966131749313,"species2"
0.0488591078849025,0.0214032945525719,"species2"
-0.277615932372021,-0.00120305214284697,"species2"
0.177423845239164,0.348823041032503,"species2"
0.00563450367682145,-0.0122738150475346,"species2"
0.0558174969006517,-0.506876438443159,"species2"
-0.0151135845494193,0.0786005080830686,"species2"
0.0246080893347602,0.133560401860194,"species2"
-0.206282068189738,-0.0355870065196615,"species2"
0.0179406496530902,-0.0792508490940863,"species2"
0.264395733863593,-0.104017974099554,"species2"
-0.0615348093448179,0.175736792779839,"species2"
0.295715214864255,-0.107870317470864,"species2"
-0.0939072221721274,0.272844765071724,"species2"
-0.173168753545957,0.333297373363584,"species2"
